Date : 2023-10-19 11:07:50
Directory : /Users/imogen/Desktop/herdtools7
Total : 1604 files,  150632 codes, 24957 comments, 24104 blanks, all 199693 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| /Users/imogen/Desktop/herdtools7/lib/testHash.ml                                               | OCaml           |        176 |         34 |         45 |        255 |
| /Users/imogen/Desktop/herdtools7/lib/testHash.mli                                              | OCaml Interface |         16 |         24 |         13 |         53 |
| /Users/imogen/Desktop/herdtools7/lib/testType.ml                                               | OCaml           |         54 |         17 |         11 |         82 |
| /Users/imogen/Desktop/herdtools7/lib/testType.mli                                              | OCaml Interface |         12 |         17 |          9 |         38 |
| /Users/imogen/Desktop/herdtools7/lib/testVariant.ml                                            | OCaml           |         38 |         16 |          6 |         60 |
| /Users/imogen/Desktop/herdtools7/lib/testVariant.mli                                           | OCaml Interface |         16 |         16 |          3 |         35 |
| /Users/imogen/Desktop/herdtools7/lib/tests/int128_test.ml                                      | OCaml           |        380 |         18 |         43 |        441 |
| /Users/imogen/Desktop/herdtools7/lib/tests/uint_test.ml                                        | OCaml           |        516 |         19 |         59 |        594 |
| /Users/imogen/Desktop/herdtools7/lib/txtLoc.ml                                                 | OCaml           |         17 |         16 |          7 |         40 |
| /Users/imogen/Desktop/herdtools7/lib/txtLoc.mli                                                | OCaml Interface |          8 |         16 |          5 |         29 |
| /Users/imogen/Desktop/herdtools7/lib/uint.ml                                                   | OCaml           |         43 |         16 |         18 |         77 |
| /Users/imogen/Desktop/herdtools7/lib/uint.mli                                                  | OCaml Interface |         56 |         32 |         25 |        113 |
| /Users/imogen/Desktop/herdtools7/lib/uint128Scalar.ml                                          | OCaml           |         34 |         15 |         10 |         59 |
| /Users/imogen/Desktop/herdtools7/lib/uint128Value.ml                                           | OCaml           |         12 |         15 |          2 |         29 |
| /Users/imogen/Desktop/herdtools7/lib/value.mli                                                 | OCaml Interface |         70 |         33 |         28 |        131 |
| /Users/imogen/Desktop/herdtools7/lib/warn.ml                                                   | OCaml           |         25 |         15 |         13 |         53 |
| /Users/imogen/Desktop/herdtools7/lib/warn.mli                                                  | OCaml Interface |         10 |         29 |          8 |         47 |
| /Users/imogen/Desktop/herdtools7/litmus/AArch64Arch_litmus.ml                                  | OCaml           |        113 |         17 |         27 |        157 |
| /Users/imogen/Desktop/herdtools7/litmus/AArch64Compile_litmus.ml                               | OCaml           |      1,388 |         43 |        112 |      1,543 |
| /Users/imogen/Desktop/herdtools7/litmus/ARMArch_litmus.ml                                      | OCaml           |         88 |         17 |         20 |        125 |
| /Users/imogen/Desktop/herdtools7/litmus/ARMCompile_litmus.ml                                   | OCaml           |        297 |         29 |         54 |        380 |
| /Users/imogen/Desktop/herdtools7/litmus/ASMLang.ml                                             | OCaml           |        560 |         79 |         64 |        703 |
| /Users/imogen/Desktop/herdtools7/litmus/CArch_litmus.ml                                        | OCaml           |         77 |         15 |         28 |        120 |
| /Users/imogen/Desktop/herdtools7/litmus/CCompile_litmus.ml                                     | OCaml           |        149 |         27 |         18 |        194 |
| /Users/imogen/Desktop/herdtools7/litmus/CGenParser_litmus.ml                                   | OCaml           |        125 |         40 |         20 |        185 |
| /Users/imogen/Desktop/herdtools7/litmus/CLang.ml                                               | OCaml           |        181 |         18 |         26 |        225 |
| /Users/imogen/Desktop/herdtools7/litmus/CSymbReg.ml                                            | OCaml           |        154 |         34 |         39 |        227 |
| /Users/imogen/Desktop/herdtools7/litmus/CTarget.ml                                             | OCaml           |         23 |         16 |         14 |         53 |
| /Users/imogen/Desktop/herdtools7/litmus/CTarget.mli                                            | OCaml Interface |         21 |         16 |          6 |         43 |
| /Users/imogen/Desktop/herdtools7/litmus/KAffinity.ml                                           | OCaml           |         26 |         15 |          8 |         49 |
| /Users/imogen/Desktop/herdtools7/litmus/KAffinity.mli                                          | OCaml Interface |          7 |         15 |          6 |         28 |
| /Users/imogen/Desktop/herdtools7/litmus/KBarrier.ml                                            | OCaml           |         11 |         16 |          7 |         34 |
| /Users/imogen/Desktop/herdtools7/litmus/KBarrier.mli                                           | OCaml Interface |          4 |         16 |          5 |         25 |
| /Users/imogen/Desktop/herdtools7/litmus/KSkel.ml                                               | OCaml           |        696 |        227 |         50 |        973 |
| /Users/imogen/Desktop/herdtools7/litmus/LISAArch_litmus.ml                                     | OCaml           |         40 |         15 |          8 |         63 |
| /Users/imogen/Desktop/herdtools7/litmus/LISACompile.ml                                         | OCaml           |         66 |        103 |         19 |        188 |
| /Users/imogen/Desktop/herdtools7/litmus/LISALang.ml                                            | OCaml           |        109 |         25 |         22 |        156 |
| /Users/imogen/Desktop/herdtools7/litmus/LISATarget.mli                                         | OCaml Interface |         13 |         16 |          7 |         36 |
| /Users/imogen/Desktop/herdtools7/litmus/MIPSArch_litmus.ml                                     | OCaml           |         30 |         21 |         10 |         61 |
| /Users/imogen/Desktop/herdtools7/litmus/MIPSCompile_litmus.ml                                  | OCaml           |         96 |         22 |         26 |        144 |
| /Users/imogen/Desktop/herdtools7/litmus/PPCArch_litmus.ml                                      | OCaml           |        100 |         15 |         19 |        134 |
| /Users/imogen/Desktop/herdtools7/litmus/PPCCompile_litmus.ml                                   | OCaml           |        443 |         24 |         60 |        527 |
| /Users/imogen/Desktop/herdtools7/litmus/RISCVArch_litmus.ml                                    | OCaml           |         30 |          0 |         10 |         40 |
| /Users/imogen/Desktop/herdtools7/litmus/RISCVCompile_litmus.ml                                 | OCaml           |         91 |         20 |         16 |        127 |
| /Users/imogen/Desktop/herdtools7/litmus/X86Arch_litmus.ml                                      | OCaml           |         44 |         18 |         11 |         73 |
| /Users/imogen/Desktop/herdtools7/litmus/X86Compile_litmus.ml                                   | OCaml           |        215 |         34 |         49 |        298 |
| /Users/imogen/Desktop/herdtools7/litmus/X86_64Arch_litmus.ml                                   | OCaml           |         42 |         20 |         11 |         73 |
| /Users/imogen/Desktop/herdtools7/litmus/X86_64Compile_litmus.ml                                | OCaml           |        251 |         29 |         52 |        332 |
| /Users/imogen/Desktop/herdtools7/litmus/XXXCompile_litmus.mli                                  | OCaml Interface |         12 |         15 |          3 |         30 |
| /Users/imogen/Desktop/herdtools7/litmus/affi.ml                                                | OCaml           |        118 |         18 |         24 |        160 |
| /Users/imogen/Desktop/herdtools7/litmus/affi.mli                                               | OCaml Interface |          6 |         15 |          6 |         27 |
| /Users/imogen/Desktop/herdtools7/litmus/affinity.ml                                            | OCaml           |         32 |         15 |          8 |         55 |
| /Users/imogen/Desktop/herdtools7/litmus/affinity.mli                                           | OCaml Interface |          9 |         15 |          6 |         30 |
| /Users/imogen/Desktop/herdtools7/litmus/align.ml                                               | OCaml           |         13 |         16 |          7 |         36 |
| /Users/imogen/Desktop/herdtools7/litmus/align.mli                                              | OCaml Interface |          4 |         15 |          3 |         22 |
| /Users/imogen/Desktop/herdtools7/litmus/alloc.ml                                               | OCaml           |         11 |         15 |          7 |         33 |
| /Users/imogen/Desktop/herdtools7/litmus/alloc.mli                                              | OCaml Interface |          4 |         15 |          5 |         24 |
| /Users/imogen/Desktop/herdtools7/litmus/answer.mli                                             | OCaml Interface |         11 |         16 |          5 |         32 |
| /Users/imogen/Desktop/herdtools7/litmus/archExtra_litmus.ml                                    | OCaml           |        128 |         18 |         37 |        183 |
| /Users/imogen/Desktop/herdtools7/litmus/arch_litmus.mli                                        | OCaml Interface |         63 |         16 |         42 |        121 |
| /Users/imogen/Desktop/herdtools7/litmus/barrier.ml                                             | OCaml           |         19 |         16 |          7 |         42 |
| /Users/imogen/Desktop/herdtools7/litmus/barrier.mli                                            | OCaml Interface |          4 |         16 |          5 |         25 |
| /Users/imogen/Desktop/herdtools7/litmus/collect.ml                                             | OCaml           |         11 |         15 |          7 |         33 |
| /Users/imogen/Desktop/herdtools7/litmus/collect.mli                                            | OCaml Interface |          4 |         15 |          5 |         24 |
| /Users/imogen/Desktop/herdtools7/litmus/compCond.ml                                            | OCaml           |        154 |         28 |         21 |        203 |
| /Users/imogen/Desktop/herdtools7/litmus/compCond.mli                                           | OCaml Interface |         21 |         15 |          7 |         43 |
| /Users/imogen/Desktop/herdtools7/litmus/compCondUtils.mli                                      | OCaml Interface |         13 |         17 |          4 |         34 |
| /Users/imogen/Desktop/herdtools7/litmus/compile.ml                                             | OCaml           |        721 |         53 |         85 |        859 |
| /Users/imogen/Desktop/herdtools7/litmus/constr.ml                                              | OCaml           |         95 |         19 |         35 |        149 |
| /Users/imogen/Desktop/herdtools7/litmus/crossrun.ml                                            | OCaml           |         39 |         16 |          9 |         64 |
| /Users/imogen/Desktop/herdtools7/litmus/crossrun.mli                                           | OCaml Interface |         10 |         16 |          6 |         32 |
| /Users/imogen/Desktop/herdtools7/litmus/defString.ml                                           | OCaml           |          9 |         68 |          4 |         81 |
| /Users/imogen/Desktop/herdtools7/litmus/doEmitPrintf.ml                                        | OCaml           |        147 |         19 |         25 |        191 |
| /Users/imogen/Desktop/herdtools7/litmus/driver.ml                                              | OCaml           |         11 |         15 |          7 |         33 |
| /Users/imogen/Desktop/herdtools7/litmus/driver.mli                                             | OCaml Interface |          4 |         15 |          5 |         24 |
| /Users/imogen/Desktop/herdtools7/litmus/dumpParams.ml                                          | OCaml           |         33 |         15 |          4 |         52 |
| /Users/imogen/Desktop/herdtools7/litmus/dumpRun.ml                                             | OCaml           |        705 |         47 |         31 |        783 |
| /Users/imogen/Desktop/herdtools7/litmus/dumpRun.mli                                            | OCaml Interface |         32 |         18 |          7 |         57 |
| /Users/imogen/Desktop/herdtools7/litmus/emitPrintf.mli                                         | OCaml Interface |         10 |         16 |          3 |         29 |
| /Users/imogen/Desktop/herdtools7/litmus/fmt.mli                                                | OCaml Interface |         13 |         15 |          7 |         35 |
| /Users/imogen/Desktop/herdtools7/litmus/generateCrossDoc.ml                                    | OCaml           |        141 |         15 |         10 |        166 |
| /Users/imogen/Desktop/herdtools7/litmus/getInstr.ml                                            | OCaml           |         17 |         15 |         10 |         42 |
| /Users/imogen/Desktop/herdtools7/litmus/getInstr.mli                                           | OCaml Interface |         11 |         15 |          7 |         33 |
| /Users/imogen/Desktop/herdtools7/litmus/global_litmus.ml                                       | OCaml           |         44 |         16 |         15 |         75 |
| /Users/imogen/Desktop/herdtools7/litmus/global_litmus.mli                                      | OCaml Interface |         11 |         16 |          8 |         35 |
| /Users/imogen/Desktop/herdtools7/litmus/handler.ml                                             | OCaml           |         16 |         16 |          9 |         41 |
| /Users/imogen/Desktop/herdtools7/litmus/handler.mli                                            | OCaml Interface |          9 |         20 |          7 |         36 |
| /Users/imogen/Desktop/herdtools7/litmus/hardwareExtra.ml                                       | OCaml           |          8 |         16 |          6 |         30 |
| /Users/imogen/Desktop/herdtools7/litmus/hardwareExtra.mli                                      | OCaml Interface |          5 |         16 |          5 |         26 |
| /Users/imogen/Desktop/herdtools7/litmus/indent.ml                                              | OCaml           |         64 |         16 |         19 |         99 |
| /Users/imogen/Desktop/herdtools7/litmus/indent.mli                                             | OCaml Interface |         32 |         16 |          7 |         55 |
| /Users/imogen/Desktop/herdtools7/litmus/infoAlign.mli                                          | OCaml Interface |          1 |         15 |          2 |         18 |
| /Users/imogen/Desktop/herdtools7/litmus/infoAlign.mll                                          | OCamllex        |         16 |         15 |          4 |         35 |
| /Users/imogen/Desktop/herdtools7/litmus/kStride.ml                                             | OCaml           |         14 |         15 |          8 |         37 |
| /Users/imogen/Desktop/herdtools7/litmus/kStride.mli                                            | OCaml Interface |          4 |         15 |          3 |         22 |
| /Users/imogen/Desktop/herdtools7/litmus/klitmus.ml                                             | OCaml           |        170 |         34 |         17 |        221 |
| /Users/imogen/Desktop/herdtools7/litmus/langUtils.ml                                           | OCaml           |         10 |         26 |          5 |         41 |
| /Users/imogen/Desktop/herdtools7/litmus/langUtils.mli                                          | OCaml Interface |          9 |         15 |          2 |         26 |
| /Users/imogen/Desktop/herdtools7/litmus/language.ml                                            | OCaml           |         36 |         16 |          5 |         57 |
| /Users/imogen/Desktop/herdtools7/litmus/launch.ml                                              | OCaml           |          9 |         15 |          7 |         31 |
| /Users/imogen/Desktop/herdtools7/litmus/launch.mli                                             | OCaml Interface |          4 |         15 |          5 |         24 |
| /Users/imogen/Desktop/herdtools7/litmus/lexAffinity.mli                                        | OCaml Interface |          5 |         15 |          5 |         25 |
| /Users/imogen/Desktop/herdtools7/litmus/lexAffinity.mll                                        | OCamllex        |         50 |         15 |         17 |         82 |
| /Users/imogen/Desktop/herdtools7/litmus/lexConf_litmus.mli                                     | OCaml Interface |          2 |         15 |          3 |         20 |
| /Users/imogen/Desktop/herdtools7/litmus/lexConf_litmus.mll                                     | OCamllex        |        198 |         16 |         18 |        232 |
| /Users/imogen/Desktop/herdtools7/litmus/lexFmt.mli                                             | OCaml Interface |          1 |         16 |          3 |         20 |
| /Users/imogen/Desktop/herdtools7/litmus/lexFmt.mll                                             | OCamllex        |         52 |         19 |          9 |         80 |
| /Users/imogen/Desktop/herdtools7/litmus/lexHaveRcu.mli                                         | OCaml Interface |          2 |         17 |          4 |         23 |
| /Users/imogen/Desktop/herdtools7/litmus/lexHaveRcu.mll                                         | OCamllex        |         24 |         15 |          8 |         47 |
| /Users/imogen/Desktop/herdtools7/litmus/lexO.mli                                               | OCaml Interface |          1 |         16 |          3 |         20 |
| /Users/imogen/Desktop/herdtools7/litmus/lexO.mll                                               | OCamllex        |          9 |         16 |          6 |         31 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/ARM.cfg                                         | Properties      |          7 |          1 |          1 |          9 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/ARM_ADB.cfg                                     | Properties      |         11 |          2 |          1 |         14 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/HiKey.cfg                                       | Properties      |         16 |          5 |          1 |         22 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/LG-H955.cfg                                     | Properties      |         16 |          5 |          1 |         22 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/M1.cfg                                          | Properties      |          7 |          1 |          1 |          9 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/R4000.cfg                                       | Properties      |         12 |          4 |          1 |         17 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/Sam.cfg                                         | Properties      |         17 |          5 |          1 |         23 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/Snap425.cfg                                     | Properties      |         16 |          5 |          1 |         22 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/Snap820.cfg                                     | Properties      |         16 |          5 |          1 |         22 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aarch64/asmhandler.c                           | C               |          8 |          0 |          1 |          9 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aarch64/barrier.c                              | C               |         56 |         44 |          5 |        105 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aarch64/cache.c                                | C               |         11 |         16 |          4 |         31 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aarch64/getret.c                               | C               |         16 |          0 |          1 |         17 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aarch64/instruction.h                          | C++             |          1 |          0 |          1 |          2 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aarch64/kvm-headers.h                          | C++             |        246 |         33 |         49 |        328 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aarch64/kvm-self.c                             | C               |         30 |         21 |          5 |         56 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aarch64/kvm_fault_handler.c                    | C               |         46 |          3 |          9 |         58 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aarch64/kvm_fault_type.c                       | C               |        155 |          0 |         18 |        173 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aarch64/kvm_timebase.c                         | C               |          4 |         15 |          1 |         20 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aarch64/kvm_timeofday.c                        | C               |          7 |         15 |          3 |         25 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aarch64/kvm_user_stacks.c                      | C               |         16 |          4 |          5 |         25 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aarch64/mbar.c                                 | C               |          3 |         15 |          1 |         19 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aarch64/presi-self.c                           | C               |         15 |         18 |          4 |         37 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aarch64/self.c                                 | C               |         33 |         18 |          7 |         58 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_affinity.h                                     | C++             |         15 |         15 |          5 |         35 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_aix_affinity.c                                 | C               |         51 |         15 |         10 |         76 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_android8_affinity.c                            | C               |        122 |         21 |         22 |        165 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_arm/barrier.c                                  | C               |         38 |         18 |          5 |         61 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_arm/cache.c                                    | C               |         11 |         17 |          3 |         31 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_arm/instruction.h                              | C++             |          1 |          0 |          1 |          2 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_arm/mbar.c                                     | C               |          3 |         15 |          1 |         19 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_find_ins.c                                     | C               |          5 |         16 |          2 |         23 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_freebsd_affinity.c                             | C               |        119 |         21 |         23 |        163 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_hash.c                                         | C               |        134 |         24 |         21 |        179 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_instance.c                                     | C               |        153 |         41 |         17 |        211 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_kvm_linux/platform_io.c                        | C               |          6 |         15 |          2 |         23 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_kvm_linux/platform_io.h                        | C++             |          6 |         15 |          4 |         25 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_kvm_timeofday.h                                | C++             |          2 |         15 |          2 |         19 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_linux/platform_io.c                            | C               |          4 |         15 |          2 |         21 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_linux/platform_io.h                            | C++             |          5 |         15 |          3 |         23 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_linux_affinity.c                               | C               |        122 |         21 |         22 |        165 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_litmus_io.c                                    | C               |        114 |         17 |         21 |        152 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_litmus_io.h                                    | C++             |         25 |         15 |         10 |         50 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_litmus_rand.c                                  | C               |         26 |         30 |          9 |         65 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_litmus_rand.h                                  | C++             |          7 |         17 |          6 |         30 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_main.c                                         | C               |        132 |         18 |          5 |        155 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_mips/barrier.c                                 | C               |         53 |         19 |          7 |         79 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_mips/mbar.c                                    | C               |          3 |         15 |          1 |         19 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_mix.h                                          | C++             |         20 |          4 |          4 |         28 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_outs.c                                         | C               |        114 |         20 |         15 |        149 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_outs.h                                         | C++             |         21 |         19 |         10 |         50 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_ppc/barrier.c                                  | C               |         37 |         18 |          5 |         60 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_ppc/barrier_lab.c                              | C               |         41 |         18 |          5 |         64 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_ppc/cache.c                                    | C               |          9 |         15 |          3 |         27 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_ppc/instruction.h                              | C++             |          1 |          0 |          1 |          2 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_ppc/mbar.c                                     | C               |          3 |         15 |          1 |         19 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_ppc/timebase.c                                 | C               |          5 |         15 |          1 |         21 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_ppc/timebase32.c                               | C               |         16 |         15 |          1 |         32 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_ppc/timebase64.c                               | C               |          5 |         15 |          1 |         21 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_prelude_size.c                                 | C               |          1 |          0 |          2 |          3 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_presi.c                                        | C               |        221 |         35 |         39 |        295 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_presi.h                                        | C++             |         67 |         37 |         30 |        134 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_riscv/barrier.c                                | C               |         23 |         19 |          6 |         48 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_riscv/mbar.c                                   | C               |          3 |         15 |          2 |         20 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_toh.sh                                         | Shell Script    |          8 |          0 |          1 |          9 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_toh_nostdio.sh                                 | Shell Script    |          8 |          0 |          1 |          9 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_utils.c                                        | C               |      1,114 |         70 |        154 |      1,338 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_utils.h                                        | C++             |        151 |         64 |         68 |        283 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_x86/barrier.c                                  | C               |         33 |         18 |          5 |         56 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_x86/cache.c                                    | C               |          9 |         16 |          5 |         30 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_x86/mbar.c                                     | C               |          3 |         15 |          1 |         19 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_x86/timebase.c                                 | C               |          5 |         15 |          1 |         21 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_x86_64/barrier.c                               | C               |         33 |         18 |          5 |         56 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_x86_64/cache.c                                 | C               |          9 |         16 |          5 |         30 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_x86_64/klitmus_memory_type.c                   | C               |         56 |          4 |          9 |         69 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_x86_64/kvm-headers.h                           | C++             |         28 |         18 |         11 |         57 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_x86_64/kvm_timebase.c                          | C               |          6 |         15 |          2 |         23 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_x86_64/kvm_timeofday.c                         | C               |          7 |         15 |          2 |         24 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_x86_64/mbar.c                                  | C               |          3 |         15 |          1 |         19 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/_x86_64/timebase.c                              | C               |          5 |         15 |          1 |         21 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/abducens.big.cfg                                | Properties      |          6 |          2 |          1 |          9 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/abducens.cache.cfg                              | Properties      |          5 |          2 |          1 |          8 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/abducens.cfg                                    | Properties      |          5 |          1 |          1 |          7 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/abducens.close.cfg                              | Properties      |          6 |          1 |          1 |          8 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/aloxe.cfg                                       | Properties      |         10 |          1 |          1 |         12 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/armv7.cfg                                       | Properties      |          8 |          1 |          1 |         10 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/armv8.1.cfg                                     | Properties      |         14 |          5 |          1 |         20 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/armv8.3.cfg                                     | Properties      |         14 |          5 |          1 |         20 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/armv8.cfg                                       | Properties      |         11 |          1 |          1 |         13 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/asus-debian-thumb.cfg                           | Properties      |          9 |          2 |          1 |         12 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/asus-debian.cfg                                 | Properties      |          9 |          3 |          1 |         13 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/asus.cfg                                        | Properties      |         11 |          3 |          1 |         15 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/auto.cfg                                        | Properties      |          4 |          1 |          1 |          6 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/bam.cfg                                         | Properties      |         12 |          0 |          1 |         13 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/beaune.cfg                                      | Properties      |          6 |          0 |          1 |          7 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/bom.cfg                                         | Properties      |         12 |          0 |          1 |         13 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/bonga.cfg                                       | Properties      |         16 |          1 |          1 |         18 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/cavium.cfg                                      | Properties      |         12 |          0 |          1 |         13 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/chianti.cfg                                     | Properties      |          9 |          0 |          1 |         10 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/conti.cfg                                       | Properties      |          3 |          0 |          1 |          4 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/corei7.cfg                                      | Properties      |          9 |          0 |          1 |         10 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/cortex9-O0.cfg                                  | Properties      |          8 |          1 |          1 |         10 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/cortex9.cfg                                     | Properties      |          9 |          1 |          1 |         11 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/cortexA15.cfg                                   | Properties      |          8 |          1 |          1 |         10 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/cubietruck.cfg                                  | Properties      |         10 |          3 |          1 |         14 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/doko.cfg                                        | Properties      |          3 |          0 |          1 |          4 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/dragon-arm.cfg                                  | Properties      |         12 |          3 |          1 |         16 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/dragon-thumb.cfg                                | Properties      |         11 |          2 |          1 |         14 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/dragon.cfg                                      | Properties      |         13 |          2 |          1 |         16 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/g5.cfg                                          | Properties      |          5 |          0 |          1 |          6 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/hopla.cfg                                       | Properties      |         11 |          2 |          1 |         14 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/hpcx.cfg                                        | Properties      |          5 |          1 |          1 |          7 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/ipad.cfg                                        | Properties      |          9 |          2 |          1 |         12 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/kvm-aarch64.cfg                                 | Properties      |         23 |          1 |          1 |         25 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/kvm-armv8.1.cfg                                 | Properties      |         23 |          1 |          1 |         25 |
| /Users/imogen/Desktop/herdtools7/litmus/libdir/kvm-m1.cfg                                      | Properties      |         23 |          1 |          1 |         25 |
